date_time,ambulance_dispatches,patient_count,dispatch_time,response_time
2025-02-10 19:00:00,1,1,45.06,374.23
2025-02-10 19:30:00,1,1,41.3,395.35
2025-02-10 20:00:00,2,2,47.52,383.14
2025-02-10 20:30:00,1,1,49.09,449.82
2025-02-10 21:00:00,1,1,35.45,406.17
2025-02-10 21:30:00,1,1,37.54,420.58
2025-02-10 22:00:00,1,1,49.2,422.92
2025-02-10 22:30:00,1,1,39.96,355.94
2025-02-10 23:00:00,1,1,46.27,432.99
2025-02-10 23:30:00,1,1,38.93,443.75
2025-02-11 00:00:00,1,1,36.87,397.87
2025-02-11 00:30:00,1,1,43.42,375.27
2025-02-11 01:00:00,1,1,39.09,384.38
2025-02-11 01:30:00,1,1,40.33,426.86
2025-02-11 02:00:00,1,1,39.18,477.22
2025-02-11 02:30:00,1,1,28.94,301.46
2025-02-11 03:00:00,1,1,39.39,459.03
2025-02-11 03:30:00,1,1,46.92,409.13
2025-02-11 04:00:00,1,1,33.39,471.04
2025-02-11 04:30:00,1,1,47.65,419.76
2025-02-11 05:00:00,2,2,37.57,445.09
2025-02-11 05:30:00,1,1,45.04,420.82
2025-02-11 06:00:00,2,2,44.37,466.17
2025-02-11 06:30:00,3,3,40.34,350.53
2025-02-11 07:00:00,1,1,36.57,458.82
2025-02-11 07:30:00,2,2,39.3,403.97
2025-02-11 08:00:00,1,1,35.94,465.07
2025-02-11 08:30:00,4,4,42.37,436.09
2025-02-11 09:00:00,1,1,44.68,504.89
2025-02-11 09:30:00,2,2,44.61,417.07
2025-02-11 10:00:00,4,4,38.66,435.64
2025-02-11 10:30:00,3,3,39.35,520.84
2025-02-11 11:00:00,3,3,34.67,357.95
2025-02-11 11:30:00,3,3,37.99,460.27
2025-02-11 12:00:00,1,1,45.27,453.71
2025-02-11 12:30:00,2,2,34.14,481.86
2025-02-11 13:00:00,3,3,44.31,441.04
2025-02-11 13:30:00,4,4,44.03,440.74
2025-02-11 14:00:00,4,4,36.25,458.43
2025-02-11 14:30:00,4,4,46.67,435.34
2025-02-11 15:00:00,2,2,38.48,512.19
2025-02-11 15:30:00,4,4,46.3,499.47
2025-02-11 16:00:00,2,2,51.01,466.28
2025-02-11 16:30:00,2,2,45.27,504.97
2025-02-11 17:00:00,2,2,47.42,421.79
2025-02-11 17:30:00,3,3,47.49,443.67
2025-02-11 18:00:00,2,2,47.42,444.19
2025-02-11 18:30:00,2,2,39.57,458.91
2025-02-11 19:00:00,1,1,32.23,389.37
2025-02-11 19:30:00,1,1,39.91,393.35
2025-02-11 20:00:00,1,1,40.52,396.26
2025-02-11 20:30:00,2,2,46.03,359.67
2025-02-11 21:00:00,1,1,40.8,460.11
2025-02-11 21:30:00,1,1,38.76,436.28
2025-02-11 22:00:00,1,1,34.17,412.52
2025-02-11 22:30:00,1,1,38.84,407.0
2025-02-11 23:00:00,1,1,36.63,482.0
2025-02-11 23:30:00,1,1,39.37,385.91
2025-02-12 00:00:00,1,1,31.87,337.91
2025-02-12 00:30:00,1,1,49.33,463.13
2025-02-12 01:00:00,1,1,39.13,410.23
2025-02-12 01:30:00,1,1,39.84,443.11
2025-02-12 02:00:00,1,1,47.74,510.68
2025-02-12 02:30:00,1,1,38.49,332.42
2025-02-12 03:00:00,1,1,39.58,384.2
2025-02-12 03:30:00,1,1,46.08,406.44
2025-02-12 04:00:00,1,1,41.43,454.46
2025-02-12 04:30:00,1,1,41.17,491.41
2025-02-12 05:00:00,1,1,39.81,465.66
2025-02-12 05:30:00,1,1,46.94,312.42
2025-02-12 06:00:00,1,1,49.23,425.3
2025-02-12 06:30:00,1,1,43.19,329.54
2025-02-12 07:00:00,4,4,38.83,492.9
2025-02-12 07:30:00,1,1,40.15,440.44
2025-02-12 08:00:00,2,2,47.96,491.02
2025-02-12 08:30:00,3,3,43.03,359.07
2025-02-12 09:00:00,4,4,39.97,496.65
2025-02-12 09:30:00,4,4,36.81,560.83
2025-02-12 10:00:00,4,4,46.0,434.54
2025-02-12 10:30:00,4,5,51.99,415.23
2025-02-12 11:00:00,4,4,40.48,356.92
2025-02-12 11:30:00,3,3,39.4,478.5
2025-02-12 12:00:00,2,2,41.94,467.6
2025-02-12 12:30:00,3,3,45.02,410.88
2025-02-12 13:00:00,3,3,42.33,477.15
2025-02-12 13:30:00,3,3,43.68,448.27
2025-02-12 14:00:00,3,3,48.99,353.41
2025-02-12 14:30:00,4,4,42.25,458.87
2025-02-12 15:00:00,3,3,40.28,435.99
2025-02-12 15:30:00,3,3,38.75,453.51
2025-02-12 16:00:00,2,2,44.61,406.07
2025-02-12 16:30:00,2,2,43.23,434.32
2025-02-12 17:00:00,4,4,44.54,388.93
2025-02-12 17:30:00,1,1,41.26,402.68
2025-02-12 18:00:00,2,2,39.22,472.05
2025-02-12 18:30:00,2,2,48.88,418.12
2025-02-12 19:00:00,3,3,32.79,357.12
2025-02-12 19:30:00,1,1,46.11,447.32
2025-02-12 20:00:00,1,1,38.49,473.81
2025-02-12 20:30:00,1,1,39.3,500.88
2025-02-12 21:00:00,1,1,35.8,322.36
2025-02-12 21:30:00,1,1,43.6,420.28
2025-02-12 22:00:00,1,1,42.54,323.16
2025-02-12 22:30:00,1,1,46.07,327.29
2025-02-12 23:00:00,1,1,45.88,447.34
2025-02-12 23:30:00,1,1,48.68,358.37
2025-02-13 00:00:00,1,1,44.92,379.2
2025-02-13 00:30:00,1,1,42.42,450.04
2025-02-13 01:00:00,1,1,46.93,431.32
2025-02-13 01:30:00,1,1,36.06,436.17
2025-02-13 02:00:00,1,1,43.21,314.33
2025-02-13 02:30:00,1,1,35.8,402.68
2025-02-13 03:00:00,1,1,46.57,400.33
2025-02-13 03:30:00,1,1,39.48,447.54
2025-02-13 04:00:00,1,1,45.64,392.32
2025-02-13 04:30:00,1,1,38.99,410.85
2025-02-13 05:00:00,1,1,46.34,343.37
2025-02-13 05:30:00,1,1,41.29,367.18
2025-02-13 06:00:00,2,2,44.67,493.88
2025-02-13 06:30:00,1,1,41.88,389.7
2025-02-13 07:00:00,2,2,39.08,378.45
2025-02-13 07:30:00,2,2,41.28,427.42
2025-02-13 08:00:00,3,3,46.27,413.82
2025-02-13 08:30:00,2,2,34.08,396.54
2025-02-13 09:00:00,3,3,47.06,426.52
2025-02-13 09:30:00,1,1,42.6,358.23
2025-02-13 10:00:00,2,2,42.12,438.67
2025-02-13 10:30:00,5,6,35.97,437.67
2025-02-13 11:00:00,4,4,44.72,440.07
2025-02-13 11:30:00,3,3,40.02,482.6
2025-02-13 12:00:00,5,5,42.08,372.04
2025-02-13 12:30:00,1,1,47.01,477.7
2025-02-13 13:00:00,5,5,42.0,370.25
2025-02-13 13:30:00,2,2,45.21,403.65
2025-02-13 14:00:00,4,5,34.76,400.97
2025-02-13 14:30:00,4,4,42.69,401.57
2025-02-13 15:00:00,5,5,49.96,396.56
2025-02-13 15:30:00,3,3,48.69,449.78
2025-02-13 16:00:00,1,1,34.0,426.42
2025-02-13 16:30:00,1,1,37.81,425.69
2025-02-13 17:00:00,3,3,43.96,479.69
2025-02-13 17:30:00,2,2,49.73,409.06
2025-02-13 18:00:00,2,2,49.63,429.99
2025-02-13 18:30:00,2,2,42.94,445.14
2025-02-13 19:00:00,1,1,37.04,419.36
2025-02-13 19:30:00,1,1,43.18,332.89
2025-02-13 20:00:00,1,1,39.5,417.87
2025-02-13 20:30:00,1,1,38.77,487.59
2025-02-13 21:00:00,1,1,34.31,408.23
2025-02-13 21:30:00,1,1,37.04,407.55
2025-02-13 22:00:00,1,1,38.96,425.49
2025-02-13 22:30:00,1,1,41.07,421.55
2025-02-13 23:00:00,1,1,35.36,375.81
2025-02-13 23:30:00,1,1,41.26,385.2
2025-02-14 00:00:00,1,1,39.63,406.85
2025-02-14 00:30:00,1,1,45.81,436.05
2025-02-14 01:00:00,1,1,37.32,391.09
2025-02-14 01:30:00,1,1,45.0,485.09
2025-02-14 02:00:00,1,1,40.9,402.48
2025-02-14 02:30:00,1,1,42.75,329.13
2025-02-14 03:00:00,1,1,44.22,471.43
2025-02-14 03:30:00,1,1,42.58,276.03
2025-02-14 04:00:00,1,1,37.52,378.02
2025-02-14 04:30:00,2,2,33.48,415.59
2025-02-14 05:00:00,2,2,36.69,489.12
2025-02-14 05:30:00,2,2,43.83,501.38
2025-02-14 06:00:00,2,2,46.74,399.75
2025-02-14 06:30:00,2,2,45.11,354.25
2025-02-14 07:00:00,1,1,34.2,447.89
2025-02-14 07:30:00,3,3,47.22,383.82
2025-02-14 08:00:00,4,4,47.34,481.7
2025-02-14 08:30:00,4,4,44.36,442.13
2025-02-14 09:00:00,4,4,46.43,405.36
2025-02-14 09:30:00,2,2,41.51,447.69
2025-02-14 10:00:00,4,4,42.52,413.35
2025-02-14 10:30:00,2,2,51.89,373.61
2025-02-14 11:00:00,4,4,52.41,336.78
2025-02-14 11:30:00,5,5,41.12,476.13
2025-02-14 12:00:00,4,4,37.51,455.02
2025-02-14 12:30:00,5,5,41.13,399.92
2025-02-14 13:00:00,2,2,38.71,463.42
2025-02-14 13:30:00,2,2,40.3,480.07
2025-02-14 14:00:00,1,1,45.99,374.78
2025-02-14 14:30:00,3,3,38.21,453.33
2025-02-14 15:00:00,4,4,43.11,370.75
2025-02-14 15:30:00,2,2,37.81,487.6
2025-02-14 16:00:00,2,2,40.94,490.6
2025-02-14 16:30:00,2,2,31.6,399.05
2025-02-14 17:00:00,3,3,37.41,312.77
2025-02-14 17:30:00,3,3,45.54,433.47
2025-02-14 18:00:00,1,1,42.34,445.77
2025-02-14 18:30:00,3,3,39.64,423.96
2025-02-14 19:00:00,1,1,39.92,373.38
2025-02-14 19:30:00,2,2,41.52,503.44
2025-02-14 20:00:00,1,1,34.77,405.07
2025-02-14 20:30:00,1,1,31.0,453.99
2025-02-14 21:00:00,1,1,43.49,458.36
2025-02-14 21:30:00,1,1,49.15,383.13
2025-02-14 22:00:00,1,1,48.3,484.59
2025-02-14 22:30:00,1,1,30.55,310.66
2025-02-14 23:00:00,1,1,39.39,373.85
2025-02-14 23:30:00,1,1,39.18,358.49
2025-02-15 00:00:00,6,7,54.29,441.87
2025-02-15 00:30:00,3,3,51.7,554.06
2025-02-15 01:00:00,3,3,44.25,484.54
2025-02-15 01:30:00,3,3,39.28,273.35
2025-02-15 02:00:00,5,5,43.92,584.14
2025-02-15 02:30:00,2,2,45.73,481.67
2025-02-15 03:00:00,2,2,46.55,497.86
2025-02-15 03:30:00,5,5,40.37,426.39
2025-02-15 04:00:00,5,6,47.2,455.9
2025-02-15 04:30:00,7,7,36.88,398.58
2025-02-15 05:00:00,6,7,46.28,387.2
2025-02-15 05:30:00,6,6,42.74,343.0
2025-02-15 06:00:00,9,9,49.27,532.79
2025-02-15 06:30:00,4,4,46.92,458.22
2025-02-15 07:00:00,6,6,42.56,556.46
2025-02-15 07:30:00,5,5,48.62,470.1
2025-02-15 08:00:00,8,9,46.89,521.71
2025-02-15 08:30:00,6,6,51.09,488.32
2025-02-15 09:00:00,7,8,62.91,474.36
2025-02-15 09:30:00,7,8,47.25,564.4
2025-02-15 10:00:00,10,12,44.86,478.48
2025-02-15 10:30:00,9,11,44.87,504.55
2025-02-15 11:00:00,7,8,55.09,496.37
2025-02-15 11:30:00,4,4,49.98,467.03
2025-02-15 12:00:00,10,10,49.19,445.77
2025-02-15 12:30:00,10,10,44.88,470.13
2025-02-15 13:00:00,9,10,45.9,443.27
2025-02-15 13:30:00,7,8,41.32,544.12
2025-02-15 14:00:00,6,7,48.49,482.73
2025-02-15 14:30:00,8,9,44.3,461.94
2025-02-15 15:00:00,5,5,46.96,542.65
2025-02-15 15:30:00,4,4,53.43,434.32
2025-02-15 16:00:00,4,4,49.16,450.07
2025-02-15 16:30:00,9,9,50.67,532.13
2025-02-15 17:00:00,7,7,42.71,537.75
2025-02-15 17:30:00,7,7,53.52,435.49
2025-02-15 18:00:00,8,9,41.91,393.22
2025-02-15 18:30:00,4,4,43.7,521.37
2025-02-15 19:00:00,6,6,47.13,375.1
2025-02-15 19:30:00,3,3,45.98,509.5
2025-02-15 20:00:00,5,5,56.1,510.8
2025-02-15 20:30:00,6,6,55.26,427.66
2025-02-15 21:00:00,6,6,38.33,489.6
2025-02-15 21:30:00,5,5,41.69,430.13
2025-02-15 22:00:00,4,4,44.28,499.89
2025-02-15 22:30:00,4,4,46.42,485.14
2025-02-15 23:00:00,5,6,42.38,464.11
2025-02-15 23:30:00,5,6,40.89,445.57
2025-02-16 00:00:00,4,4,43.97,433.56
2025-02-16 00:30:00,5,5,36.56,496.18
2025-02-16 01:00:00,4,4,39.36,453.45
2025-02-16 01:30:00,4,4,39.1,473.5
2025-02-16 02:00:00,5,5,45.95,464.12
2025-02-16 02:30:00,6,6,40.56,418.21
2025-02-16 03:00:00,6,6,40.31,439.75
2025-02-16 03:30:00,5,6,41.21,426.49
2025-02-16 04:00:00,7,7,44.32,414.1
2025-02-16 04:30:00,2,2,39.84,428.85
2025-02-16 05:00:00,8,8,52.86,433.55
2025-02-16 05:30:00,2,2,42.94,462.3
2025-02-16 06:00:00,8,9,48.92,413.73
2025-02-16 06:30:00,4,4,45.43,473.83
2025-02-16 07:00:00,3,3,50.07,463.4
2025-02-16 07:30:00,9,9,32.23,420.24
2025-02-16 08:00:00,3,3,40.79,343.52
2025-02-16 08:30:00,9,9,44.98,433.85
2025-02-16 09:00:00,5,5,53.64,482.89
2025-02-16 09:30:00,6,6,47.73,526.63
2025-02-16 10:00:00,3,3,40.57,458.02
2025-02-16 10:30:00,11,11,40.6,560.83
2025-02-16 11:00:00,7,7,51.8,377.41
2025-02-16 11:30:00,7,8,50.29,564.28
2025-02-16 12:00:00,3,3,45.72,475.14
2025-02-16 12:30:00,5,5,37.29,432.82
2025-02-16 13:00:00,5,6,51.51,528.02
2025-02-16 13:30:00,3,3,50.32,350.69
2025-02-16 14:00:00,5,5,50.23,511.66
2025-02-16 14:30:00,10,12,38.7,446.99
2025-02-16 15:00:00,7,8,52.09,534.22
2025-02-16 15:30:00,4,4,48.24,510.43
2025-02-16 16:00:00,5,5,47.95,560.74
2025-02-16 16:30:00,6,7,43.66,426.52
2025-02-16 17:00:00,4,4,52.35,479.07
2025-02-16 17:30:00,4,4,42.71,545.28
2025-02-16 18:00:00,9,11,48.47,480.63
2025-02-16 18:30:00,9,9,42.03,521.04
2025-02-16 19:00:00,6,7,42.88,426.25
2025-02-16 19:30:00,8,9,46.94,479.63
2025-02-16 20:00:00,4,4,33.77,442.24
2025-02-16 20:30:00,2,2,55.71,457.83
2025-02-16 21:00:00,4,4,45.78,401.76
2025-02-16 21:30:00,3,3,50.34,361.27
2025-02-16 22:00:00,5,5,32.92,319.0
2025-02-16 22:30:00,6,6,39.17,450.18
2025-02-16 23:00:00,5,6,37.43,382.69
2025-02-16 23:30:00,3,3,50.22,405.85
2025-02-17 00:00:00,1,1,36.83,373.42
2025-02-17 00:30:00,1,1,44.05,376.19
2025-02-17 01:00:00,1,1,41.64,362.2
2025-02-17 01:30:00,1,1,40.55,467.25
2025-02-17 02:00:00,1,1,47.03,428.78
2025-02-17 02:30:00,1,1,37.64,483.81
2025-02-17 03:00:00,1,1,41.77,369.5
2025-02-17 03:30:00,1,1,38.61,312.74
2025-02-17 04:00:00,1,1,37.2,355.47
2025-02-17 04:30:00,1,1,41.34,378.84
2025-02-17 05:00:00,2,2,36.91,303.71
2025-02-17 05:30:00,1,1,47.63,522.74
2025-02-17 06:00:00,3,3,38.76,389.14
2025-02-17 06:30:00,3,3,46.16,403.4
2025-02-17 07:00:00,1,1,39.37,376.74
2025-02-17 07:30:00,3,3,41.5,418.36
2025-02-17 08:00:00,1,1,48.83,396.65
2025-02-17 08:30:00,1,1,45.39,404.29
2025-02-17 09:00:00,2,2,43.51,456.09
2025-02-17 09:30:00,1,1,38.12,290.47
2025-02-17 10:00:00,3,3,46.42,528.77
2025-02-17 10:30:00,3,3,38.52,419.24
2025-02-17 11:00:00,3,3,49.46,417.18
2025-02-17 11:30:00,2,2,44.5,457.67
2025-02-17 12:00:00,3,3,55.01,540.09
2025-02-17 12:30:00,5,6,38.74,497.6
2025-02-17 13:00:00,3,3,40.33,387.79
2025-02-17 13:30:00,2,2,44.59,384.07
2025-02-17 14:00:00,3,3,43.54,390.93
2025-02-17 14:30:00,5,5,49.28,460.05
2025-02-17 15:00:00,4,5,40.66,374.56
2025-02-17 15:30:00,2,2,52.24,396.52
2025-02-17 16:00:00,3,3,37.17,478.8
2025-02-17 16:30:00,2,2,55.58,437.48
2025-02-17 17:00:00,1,1,38.35,370.08
2025-02-17 17:30:00,2,2,44.39,378.75
2025-02-17 18:00:00,3,3,48.3,459.83
2025-02-17 18:30:00,1,1,45.5,405.2
2025-02-17 19:00:00,1,1,42.41,454.02
2025-02-17 19:30:00,1,1,38.28,398.24
2025-02-17 20:00:00,1,1,40.56,389.02
2025-02-17 20:30:00,1,1,39.49,417.47
2025-02-17 21:00:00,2,2,43.39,573.43
2025-02-17 21:30:00,1,1,40.07,325.28
2025-02-17 22:00:00,1,1,37.43,383.82
2025-02-17 22:30:00,1,1,37.34,372.92
2025-02-17 23:00:00,1,1,36.89,379.65
2025-02-17 23:30:00,1,1,40.33,401.77
2025-02-18 00:00:00,1,1,47.87,367.01
2025-02-18 00:30:00,1,1,32.24,343.68
2025-02-18 01:00:00,1,1,35.23,426.96
2025-02-18 01:30:00,1,1,34.83,444.98
2025-02-18 02:00:00,1,1,32.62,388.59
2025-02-18 02:30:00,1,1,38.95,455.87
2025-02-18 03:00:00,1,1,36.23,414.53
2025-02-18 03:30:00,1,1,48.31,436.85
2025-02-18 04:00:00,1,1,38.72,414.77
2025-02-18 04:30:00,2,2,40.49,352.31
2025-02-18 05:00:00,2,2,44.78,455.92
2025-02-18 05:30:00,1,1,51.33,436.67
2025-02-18 06:00:00,3,3,44.68,402.59
2025-02-18 06:30:00,1,1,40.99,363.51
2025-02-18 07:00:00,3,3,50.17,464.58
2025-02-18 07:30:00,1,1,44.9,428.76
2025-02-18 08:00:00,4,5,40.06,457.87
2025-02-18 08:30:00,2,2,49.38,401.51
2025-02-18 09:00:00,4,4,46.96,506.28
2025-02-18 09:30:00,1,1,44.45,400.66
2025-02-18 10:00:00,5,5,36.11,412.98
2025-02-18 10:30:00,3,3,39.9,436.47
2025-02-18 11:00:00,2,2,53.11,430.59
2025-02-18 11:30:00,3,3,48.62,394.65
2025-02-18 12:00:00,4,5,39.41,476.4
2025-02-18 12:30:00,4,4,36.09,516.69
2025-02-18 13:00:00,5,5,49.02,460.51
2025-02-18 13:30:00,5,6,44.66,396.51
2025-02-18 14:00:00,2,2,45.76,428.99
2025-02-18 14:30:00,3,3,47.48,444.95
2025-02-18 15:00:00,2,2,52.52,516.73
2025-02-18 15:30:00,1,1,53.19,374.5
2025-02-18 16:00:00,1,1,39.35,435.59
2025-02-18 16:30:00,4,4,37.96,464.99
2025-02-18 17:00:00,1,1,43.02,383.2
2025-02-18 17:30:00,2,2,46.39,446.95
2025-02-18 18:00:00,2,2,39.79,499.6
2025-02-18 18:30:00,2,2,37.6,560.14
2025-02-18 19:00:00,2,2,39.32,360.08
2025-02-18 19:30:00,2,2,30.52,369.1
2025-02-18 20:00:00,1,1,47.92,447.44
2025-02-18 20:30:00,1,1,43.13,437.24
2025-02-18 21:00:00,1,1,36.69,513.4
2025-02-18 21:30:00,1,1,34.86,361.51
2025-02-18 22:00:00,1,1,42.96,487.11
2025-02-18 22:30:00,1,1,48.39,383.91
2025-02-18 23:00:00,1,1,45.66,489.77
2025-02-18 23:30:00,1,1,47.1,417.75
2025-02-19 00:00:00,3,3,44.88,453.85
2025-02-19 00:30:00,4,4,36.93,487.52
2025-02-19 01:00:00,2,2,42.74,493.03
2025-02-19 01:30:00,4,4,41.49,447.26
2025-02-19 02:00:00,2,2,41.91,463.05
2025-02-19 02:30:00,2,2,53.26,419.09
2025-02-19 03:00:00,3,3,40.18,439.72
2025-02-19 03:30:00,4,5,44.41,472.32
2025-02-19 04:00:00,5,6,37.56,528.36
2025-02-19 04:30:00,3,3,42.82,429.85
2025-02-19 05:00:00,5,6,41.32,495.04
2025-02-19 05:30:00,6,7,53.5,423.2
2025-02-19 06:00:00,7,7,41.31,472.94
2025-02-19 06:30:00,8,10,47.33,505.94
2025-02-19 07:00:00,7,7,47.06,522.19
2025-02-19 07:30:00,2,2,40.66,458.29
2025-02-19 08:00:00,3,3,47.89,457.38
2025-02-19 08:30:00,8,8,48.37,454.4
2025-02-19 09:00:00,5,6,44.03,411.54
2025-02-19 09:30:00,3,3,49.21,496.4
2025-02-19 10:00:00,10,10,52.32,457.98
2025-02-19 10:30:00,5,5,46.32,516.01
2025-02-19 11:00:00,5,5,44.81,538.57
2025-02-19 11:30:00,4,4,45.46,521.51
2025-02-19 12:00:00,9,11,36.46,416.94
2025-02-19 12:30:00,7,7,46.01,485.63
2025-02-19 13:00:00,5,5,45.41,436.3
2025-02-19 13:30:00,8,9,43.39,454.12
2025-02-19 14:00:00,8,8,45.97,441.16
2025-02-19 14:30:00,8,10,51.24,407.36
2025-02-19 15:00:00,5,5,41.78,466.83
2025-02-19 15:30:00,5,5,50.4,550.83
2025-02-19 16:00:00,6,6,51.09,478.15
2025-02-19 16:30:00,5,5,45.15,547.06
2025-02-19 17:00:00,6,7,39.64,457.86
2025-02-19 17:30:00,7,8,39.46,434.27
2025-02-19 18:00:00,3,3,42.01,532.39
2025-02-19 18:30:00,5,5,36.95,518.68
2025-02-19 19:00:00,6,7,54.73,397.18
2025-02-19 19:30:00,2,2,32.8,552.91
2025-02-19 20:00:00,4,4,50.99,401.65
2025-02-19 20:30:00,4,5,49.83,408.49
2025-02-19 21:00:00,6,6,37.78,585.81
2025-02-19 21:30:00,2,2,46.15,388.7
2025-02-19 22:00:00,4,4,47.86,542.66
2025-02-19 22:30:00,3,3,30.91,401.81
2025-02-19 23:00:00,3,3,40.76,358.03
2025-02-19 23:30:00,2,2,44.37,486.17
2025-02-20 00:00:00,1,1,37.61,390.41
2025-02-20 00:30:00,1,1,41.37,384.08
2025-02-20 01:00:00,1,1,41.37,456.36
2025-02-20 01:30:00,1,1,36.74,361.42
2025-02-20 02:00:00,1,1,43.32,393.42
2025-02-20 02:30:00,1,1,55.64,404.94
2025-02-20 03:00:00,1,1,45.8,387.03
2025-02-20 03:30:00,1,1,42.8,364.03
2025-02-20 04:00:00,1,1,54.06,454.6
2025-02-20 04:30:00,1,1,36.16,361.74
2025-02-20 05:00:00,1,1,36.18,425.04
2025-02-20 05:30:00,1,1,42.95,400.99
2025-02-20 06:00:00,3,3,38.4,438.39
2025-02-20 06:30:00,2,2,38.26,550.56
2025-02-20 07:00:00,2,2,37.22,574.5
2025-02-20 07:30:00,3,3,39.36,415.08
2025-02-20 08:00:00,2,2,48.99,424.07
2025-02-20 08:30:00,3,3,36.72,485.8
2025-02-20 09:00:00,3,3,42.87,406.01
2025-02-20 09:30:00,2,2,33.52,441.42
2025-02-20 10:00:00,3,3,42.62,511.78
2025-02-20 10:30:00,3,3,48.37,567.73
2025-02-20 11:00:00,4,5,38.71,381.92
2025-02-20 11:30:00,3,3,49.06,440.95
2025-02-20 12:00:00,4,4,42.23,483.81
2025-02-20 12:30:00,1,1,45.81,327.91
2025-02-20 13:00:00,3,3,49.89,463.06
2025-02-20 13:30:00,2,2,43.86,507.34
2025-02-20 14:00:00,4,4,40.46,507.86
2025-02-20 14:30:00,2,2,49.09,487.7
2025-02-20 15:00:00,2,2,49.09,416.49
2025-02-20 15:30:00,3,3,46.53,379.31
2025-02-20 16:00:00,2,2,52.5,507.34
2025-02-20 16:30:00,3,3,45.29,416.27
2025-02-20 17:00:00,3,3,48.38,376.82
2025-02-20 17:30:00,3,3,42.53,527.27
2025-02-20 18:00:00,1,1,39.96,493.31
2025-02-20 18:30:00,2,2,41.25,402.23
2025-02-20 19:00:00,1,1,39.86,429.58
2025-02-20 19:30:00,1,1,42.4,421.33
2025-02-20 20:00:00,1,1,32.48,363.58
2025-02-20 20:30:00,1,1,33.82,371.38
2025-02-20 21:00:00,1,1,33.06,274.55
2025-02-20 21:30:00,1,1,43.34,474.43
2025-02-20 22:00:00,1,1,47.94,353.96
2025-02-20 22:30:00,1,1,36.95,350.7
2025-02-20 23:00:00,1,1,38.88,380.37
2025-02-20 23:30:00,1,1,34.53,330.65
2025-02-21 00:00:00,1,1,43.11,377.56
2025-02-21 00:30:00,1,1,44.25,512.25
2025-02-21 01:00:00,1,1,33.93,448.39
2025-02-21 01:30:00,1,1,47.12,405.12
2025-02-21 02:00:00,1,1,44.51,406.19
2025-02-21 02:30:00,1,1,49.68,450.5
2025-02-21 03:00:00,1,1,39.99,380.22
2025-02-21 03:30:00,1,1,48.01,386.81
2025-02-21 04:00:00,1,1,34.41,412.75
2025-02-21 04:30:00,2,2,47.23,464.04
2025-02-21 05:00:00,2,2,28.59,444.21
2025-02-21 05:30:00,1,1,41.49,495.43
2025-02-21 06:00:00,1,1,43.98,384.19
2025-02-21 06:30:00,1,1,39.13,370.2
2025-02-21 07:00:00,2,2,40.95,420.84
2025-02-21 07:30:00,1,1,35.32,469.19
2025-02-21 08:00:00,1,1,36.39,335.38
2025-02-21 08:30:00,2,2,42.42,450.17
2025-02-21 09:00:00,3,3,46.85,506.44
2025-02-21 09:30:00,1,1,45.72,424.18
2025-02-21 10:00:00,3,3,43.41,451.88
2025-02-21 10:30:00,4,4,46.69,496.61
2025-02-21 11:00:00,3,3,35.34,422.05
2025-02-21 11:30:00,3,3,37.13,428.22
2025-02-21 12:00:00,2,2,53.12,412.14
2025-02-21 12:30:00,4,4,43.8,425.77
2025-02-21 13:00:00,3,3,51.11,396.64
2025-02-21 13:30:00,3,3,42.17,365.39
2025-02-21 14:00:00,1,1,50.61,492.44
2025-02-21 14:30:00,5,5,37.85,438.28
2025-02-21 15:00:00,2,2,33.98,457.73
2025-02-21 15:30:00,1,1,57.63,462.01
2025-02-21 16:00:00,3,3,45.67,370.66
2025-02-21 16:30:00,3,3,46.75,444.44
2025-02-21 17:00:00,1,1,34.24,477.95
2025-02-21 17:30:00,3,3,43.19,478.15
2025-02-21 18:00:00,2,2,40.75,412.05
2025-02-21 18:30:00,1,1,49.77,498.58
2025-02-21 19:00:00,2,2,52.48,478.81
2025-02-21 19:30:00,1,1,48.21,385.31
2025-02-21 20:00:00,2,2,41.7,538.03
2025-02-21 20:30:00,1,1,35.73,368.77
2025-02-21 21:00:00,1,1,40.19,366.43
2025-02-21 21:30:00,1,1,36.35,475.79
2025-02-21 22:00:00,1,1,47.31,405.28
2025-02-21 22:30:00,1,1,46.72,360.41
2025-02-21 23:00:00,1,1,47.66,384.45
2025-02-21 23:30:00,1,1,40.6,499.08
2025-02-22 00:00:00,1,1,50.67,501.5
2025-02-22 00:30:00,1,1,49.11,362.69
2025-02-22 01:00:00,2,2,40.97,416.81
2025-02-22 01:30:00,1,1,34.9,406.93
2025-02-22 02:00:00,1,1,38.98,430.13
2025-02-22 02:30:00,1,1,35.27,432.42
2025-02-22 03:00:00,2,2,34.48,396.73
2025-02-22 03:30:00,2,2,41.02,427.62
2025-02-22 04:00:00,2,2,41.53,509.15
2025-02-22 04:30:00,1,1,39.69,414.16
2025-02-22 05:00:00,2,2,41.03,481.72
2025-02-22 05:30:00,3,3,49.07,490.34
2025-02-22 06:00:00,1,1,39.92,477.35
2025-02-22 06:30:00,3,3,42.06,456.48
2025-02-22 07:00:00,3,3,49.49,391.37
2025-02-22 07:30:00,1,1,32.79,463.0
2025-02-22 08:00:00,4,5,47.32,405.32
2025-02-22 08:30:00,3,3,34.58,414.44
2025-02-22 09:00:00,2,2,37.5,492.19
2025-02-22 09:30:00,6,7,45.9,367.95
